privilege_type,privilege_name,privilege_description,privilege_score
scp,preApprovalDetail1.SetPermissions,"preApprovalDetail := graphmodels.NewPreApprovalDetail() scopeType := graphmodels.CHAT_RESOURCESCOPETYPE preApprovalDetail.SetScopeType(&scopeType) sensitivityLabels := graphmodels.NewAllScopeSensitivityLabels() labelKind := graphmodels.ALL_LABELKIND sensitivityLabels.SetLabelKind(&labelKind) preApprovalDetail.SetSensitivityLabels(sensitivityLabels) permissions := graphmodels.NewAllPreApprovedPermissions() permissionKind := graphmodels.ALL_PERMISSIONKIND permissions.SetPermissionKind(&permissionKind) permissionType := graphmodels.APPLICATION_PERMISSIONTYPE permissions.SetPermissionType(&permissionType) preApprovalDetail.SetPermissions(permissions) preApprovalDetail1 := graphmodels.NewPreApprovalDetail() scopeType := graphmodels.GROUP_RESOURCESCOPETYPE preApprovalDetail1.SetScopeType(&scopeType) permissions := graphmodels.NewEnumeratedPreApprovedPermissions() permissionKind := graphmodels.ENUMERATED_PERMISSIONKIND permissions.SetPermissionKind(&permissionKind) permissionType := graphmodels.APPLICATION_PERMISSIONTYPE permissions.SetPermissionType(&permissionType) resourceApplicationId := ""00000003-0000-0000-c000-000000000000"" permissions.SetResourceApplicationId(&resourceApplicationId) permissionIds := []string { ""134483aa-3dda-4d65-ac91-b8dda1417875"", ""9d33613d-f855-483b-bca7-ea63ac9f5485"", } permissions.SetPermissionIds(permissionIds) preApprovalDetail1.SetPermissions(permissions) additionalData := map[string]interface{}{ scopeSensitivityLabels := graphmodels.NewEnumeratedScopeSensitivityLabels() labelKind := graphmodels.ENUMERATED_LABELKIND scopeSensitivityLabels.SetLabelKind(&labelKind) sensitivityLabels := []string { ""d9c43deb-f3e1-4422-9fd6-ccf22a3206b8"", ""c99dade2-aa54-4890-ac1c-a146fa26bd1e"", } scopeSensitivityLabels.SetSensitivityLabels(sensitivityLabels) preApprovalDetail1.SetScopeSensitivityLabels(scopeSensitivityLabels) } preApprovalDetail1.SetAdditionalData(additionalData)",8
scp,graphmodels.NewPreApprovedPermissions,"preApprovalDetail := graphmodels.NewPreApprovalDetail() scopeType := graphmodels.GROUP_RESOURCESCOPETYPE preApprovalDetail.SetScopeType(&scopeType) sensitivityLabels := graphmodels.NewAllScopeSensitivityLabels() labelKind := graphmodels.ALL_LABELKIND sensitivityLabels.SetLabelKind(&labelKind) preApprovalDetail.SetSensitivityLabels(sensitivityLabels) permissions := graphmodels.NewPreApprovedPermissions() permissionKind := graphmodels.ALLPERMISSIONSONRESOURCEAPP_PERMISSIONKIND permissions.SetPermissionKind(&permissionKind) permissionType := graphmodels.APPLICATION_PERMISSIONTYPE permissions.SetPermissionType(&permissionType) additionalData := map[string]interface{}{ ""resourceApplicationId"" : ""00000003-0000-0000-c000-000000000000"", } permissions.SetAdditionalData(additionalData) preApprovalDetail.SetPermissions(permissions)",8
scp,graphmodels.ALLPERMISSIONSONRESOURCEAPP_PERMISSIONKIND,"preApprovalDetail := graphmodels.NewPreApprovalDetail() scopeType := graphmodels.GROUP_RESOURCESCOPETYPE preApprovalDetail.SetScopeType(&scopeType) sensitivityLabels := graphmodels.NewAllScopeSensitivityLabels() labelKind := graphmodels.ALL_LABELKIND sensitivityLabels.SetLabelKind(&labelKind) preApprovalDetail.SetSensitivityLabels(sensitivityLabels) permissions := graphmodels.NewPreApprovedPermissions() permissionKind := graphmodels.ALLPERMISSIONSONRESOURCEAPP_PERMISSIONKIND permissions.SetPermissionKind(&permissionKind) permissionType := graphmodels.APPLICATION_PERMISSIONTYPE permissions.SetPermissionType(&permissionType) additionalData := map[string]interface{}{ ""resourceApplicationId"" : ""00000003-0000-0000-c000-000000000000"", } permissions.SetAdditionalData(additionalData) preApprovalDetail.SetPermissions(permissions)",20
scp,permissions.SetAdditionalData,"preApprovalDetail := graphmodels.NewPreApprovalDetail() scopeType := graphmodels.GROUP_RESOURCESCOPETYPE preApprovalDetail.SetScopeType(&scopeType) sensitivityLabels := graphmodels.NewAllScopeSensitivityLabels() labelKind := graphmodels.ALL_LABELKIND sensitivityLabels.SetLabelKind(&labelKind) preApprovalDetail.SetSensitivityLabels(sensitivityLabels) permissions := graphmodels.NewPreApprovedPermissions() permissionKind := graphmodels.ALLPERMISSIONSONRESOURCEAPP_PERMISSIONKIND permissions.SetPermissionKind(&permissionKind) permissionType := graphmodels.APPLICATION_PERMISSIONTYPE permissions.SetPermissionType(&permissionType) additionalData := map[string]interface{}{ ""resourceApplicationId"" : ""00000003-0000-0000-c000-000000000000"", } permissions.SetAdditionalData(additionalData) preApprovalDetail.SetPermissions(permissions)",8
scp,graphmodels.NewScheduledPermissionsRequest,"requestBody := graphmodels.NewScheduledPermissionsRequest() requestedPermissions := graphmodels.NewSingleResourceGcpPermissionsDefinition() authorizationSystemInfo := graphmodels.NewPermissionsDefinitionAuthorizationSystem() authorizationSystemId := ""carbide-bonsai-205017"" authorizationSystemInfo.SetAuthorizationSystemId(&authorizationSystemId) authorizationSystemType := ""GCP"" authorizationSystemInfo.SetAuthorizationSystemType(&authorizationSystemType) requestedPermissions.SetAuthorizationSystemInfo(authorizationSystemInfo) actionInfo := graphmodels.NewGcpActionPermissionsDefinitionAction() actions := []string { ""aiplatform:dataitems"", } actionInfo.SetActions(actions) requestedPermissions.SetActionInfo(actionInfo) identityInfo := graphmodels.NewPermissionsDefinitionAuthorizationSystemIdentity() externalId := ""alex@contoso.com"" identityInfo.SetExternalId(&externalId) source := graphmodels.NewEdIdentitySource() identityInfo.SetSource(source) identityType := graphmodels.USER_PERMISSIONSDEFINITIONIDENTITYTYPE identityInfo.SetIdentityType(&identityType) requestedPermissions.SetIdentityInfo(identityInfo) resourceId := ""carbide-bonsai-205017"" requestedPermissions.SetResourceId(&resourceId) requestBody.SetRequestedPermissions(requestedPermissions) justification := ""I need to do this because I want to code my own chat GPT-3 bot on GCP"" requestBody.SetJustification(&justification) notes := ""Pretty Pleaseeeee"" requestBody.SetNotes(&notes) scheduleInfo := graphmodels.NewRequestSchedule() expiration := graphmodels.NewExpirationPattern() duration , err := abstractions.ParseISODuration(""PT1H"") expiration.SetDuration(&duration) scheduleInfo.SetExpiration(expiration) requestBody.SetScheduleInfo(scheduleInfo) ticketInfo := graphmodels.NewTicketInfo() ticketNumber := ""INC1234567"" ticketInfo.SetTicketNumber(&ticketNumber) ticketSystem := ""ServiceNow"" ticketInfo.SetTicketSystem(&ticketSystem) ticketSubmitterIdentityId := ""alex@contoso.com"" ticketInfo.SetTicketSubmitterIdentityId(&ticketSubmitterIdentityId) ticketApproverIdentityId := ""alexmanager@contoso.com"" ticketInfo.SetTicketApproverIdentityId(&ticketApproverIdentityId) requestBody.SetTicketInfo(ticketInfo)",8
scp,graphmodels.NewAwsPermissionsDefinition,"requestBody := graphmodels.NewScheduledPermissionsRequest() requestedPermissions := graphmodels.NewAwsPermissionsDefinition() authorizationSystemInfo := graphmodels.NewPermissionsDefinitionAuthorizationSystem() authorizationSystemId := ""956987887735"" authorizationSystemInfo.SetAuthorizationSystemId(&authorizationSystemId) authorizationSystemType := ""AWS"" authorizationSystemInfo.SetAuthorizationSystemType(&authorizationSystemType) requestedPermissions.SetAuthorizationSystemInfo(authorizationSystemInfo) actionInfo := graphmodels.NewAwsPolicyPermissionsDefinitionAction()",8
scp,graphmodels.NewPermissionsDefinitionAuthorizationSystem,"requestBody := graphmodels.NewScheduledPermissionsRequest() requestedPermissions := graphmodels.NewSingleResourceGcpPermissionsDefinition() authorizationSystemInfo := graphmodels.NewPermissionsDefinitionAuthorizationSystem() authorizationSystemId := ""carbide-bonsai-205017"" authorizationSystemInfo.SetAuthorizationSystemId(&authorizationSystemId) authorizationSystemType := ""GCP"" authorizationSystemInfo.SetAuthorizationSystemType(&authorizationSystemType) requestedPermissions.SetAuthorizationSystemInfo(authorizationSystemInfo) actionInfo := graphmodels.NewGcpActionPermissionsDefinitionAction() actions := []string { ""aiplatform:dataitems"", } actionInfo.SetActions(actions) requestedPermissions.SetActionInfo(actionInfo) identityInfo := graphmodels.NewPermissionsDefinitionAuthorizationSystemIdentity() externalId := ""alex@contoso.com"" identityInfo.SetExternalId(&externalId) source := graphmodels.NewEdIdentitySource() identityInfo.SetSource(source) identityType := graphmodels.USER_PERMISSIONSDEFINITIONIDENTITYTYPE identityInfo.SetIdentityType(&identityType) requestedPermissions.SetIdentityInfo(identityInfo) resourceId := ""carbide-bonsai-205017"" requestedPermissions.SetResourceId(&resourceId) requestBody.SetRequestedPermissions(requestedPermissions) justification := ""I need to do this because I want to code my own chat GPT-3 bot on GCP"" requestBody.SetJustification(&justification) notes := ""Pretty Pleaseeeee"" requestBody.SetNotes(&notes) scheduleInfo := graphmodels.NewRequestSchedule() expiration := graphmodels.NewExpirationPattern() duration , err := abstractions.ParseISODuration(""PT1H"") expiration.SetDuration(&duration) scheduleInfo.SetExpiration(expiration) requestBody.SetScheduleInfo(scheduleInfo) ticketInfo := graphmodels.NewTicketInfo() ticketNumber := ""INC1234567"" ticketInfo.SetTicketNumber(&ticketNumber) ticketSystem := ""ServiceNow"" ticketInfo.SetTicketSystem(&ticketSystem) ticketSubmitterIdentityId := ""alex@contoso.com"" ticketInfo.SetTicketSubmitterIdentityId(&ticketSubmitterIdentityId) ticketApproverIdentityId := ""alexmanager@contoso.com"" ticketInfo.SetTicketApproverIdentityId(&ticketApproverIdentityId) requestBody.SetTicketInfo(ticketInfo)",8
scp,requestedPermissions.SetAuthorizationSystemInfo,"requestBody := graphmodels.NewScheduledPermissionsRequest() requestedPermissions := graphmodels.NewSingleResourceGcpPermissionsDefinition() authorizationSystemInfo := graphmodels.NewPermissionsDefinitionAuthorizationSystem() authorizationSystemId := ""carbide-bonsai-205017"" authorizationSystemInfo.SetAuthorizationSystemId(&authorizationSystemId) authorizationSystemType := ""GCP"" authorizationSystemInfo.SetAuthorizationSystemType(&authorizationSystemType) requestedPermissions.SetAuthorizationSystemInfo(authorizationSystemInfo) actionInfo := graphmodels.NewGcpActionPermissionsDefinitionAction() actions := []string { ""aiplatform:dataitems"", } actionInfo.SetActions(actions) requestedPermissions.SetActionInfo(actionInfo) identityInfo := graphmodels.NewPermissionsDefinitionAuthorizationSystemIdentity() externalId := ""alex@contoso.com"" identityInfo.SetExternalId(&externalId) source := graphmodels.NewEdIdentitySource() identityInfo.SetSource(source) identityType := graphmodels.USER_PERMISSIONSDEFINITIONIDENTITYTYPE identityInfo.SetIdentityType(&identityType) requestedPermissions.SetIdentityInfo(identityInfo) resourceId := ""carbide-bonsai-205017"" requestedPermissions.SetResourceId(&resourceId) requestBody.SetRequestedPermissions(requestedPermissions) justification := ""I need to do this because I want to code my own chat GPT-3 bot on GCP"" requestBody.SetJustification(&justification) notes := ""Pretty Pleaseeeee"" requestBody.SetNotes(&notes) scheduleInfo := graphmodels.NewRequestSchedule() expiration := graphmodels.NewExpirationPattern() duration , err := abstractions.ParseISODuration(""PT1H"") expiration.SetDuration(&duration) scheduleInfo.SetExpiration(expiration) requestBody.SetScheduleInfo(scheduleInfo) ticketInfo := graphmodels.NewTicketInfo() ticketNumber := ""INC1234567"" ticketInfo.SetTicketNumber(&ticketNumber) ticketSystem := ""ServiceNow"" ticketInfo.SetTicketSystem(&ticketSystem) ticketSubmitterIdentityId := ""alex@contoso.com"" ticketInfo.SetTicketSubmitterIdentityId(&ticketSubmitterIdentityId) ticketApproverIdentityId := ""alexmanager@contoso.com"" ticketInfo.SetTicketApproverIdentityId(&ticketApproverIdentityId) requestBody.SetTicketInfo(ticketInfo)",8
scp,graphmodels.NewAwsPolicyPermissionsDefinitionAction,"requestBody := graphmodels.NewScheduledPermissionsRequest() requestedPermissions := graphmodels.NewAwsPermissionsDefinition() authorizationSystemInfo := graphmodels.NewPermissionsDefinitionAuthorizationSystem() authorizationSystemId := ""956987887735"" authorizationSystemInfo.SetAuthorizationSystemId(&authorizationSystemId) authorizationSystemType := ""AWS"" authorizationSystemInfo.SetAuthorizationSystemType(&authorizationSystemType) requestedPermissions.SetAuthorizationSystemInfo(authorizationSystemInfo) actionInfo := graphmodels.NewAwsPolicyPermissionsDefinitionAction()",8
scp,graphmodels.NewPermissionsDefinitionAwsPolicy,"permissionsDefinitionAwsPolicy := graphmodels.NewPermissionsDefinitionAwsPolicy() id := ""arn:aws:iam::956987887735:policy/AddUserToGroup"" permissionsDefinitionAwsPolicy.SetId(&id)",8
scp,permissionsDefinitionAwsPolicy.SetId,"permissionsDefinitionAwsPolicy := graphmodels.NewPermissionsDefinitionAwsPolicy() id := ""arn:aws:iam::956987887735:policy/AddUserToGroup"" permissionsDefinitionAwsPolicy.SetId(&id)",8
scp,graphmodels.PermissionsDefinitionAwsPolicyable,"policies := []graphmodels.PermissionsDefinitionAwsPolicyable { permissionsDefinitionAwsPolicy, } actionInfo.SetPolicies(policies) assignToRoleId := ""arn:aws:aim::956987887735:role/saml-user"" actionInfo.SetAssignToRoleId(&assignToRoleId) requestedPermissions.SetActionInfo(actionInfo) identityInfo := graphmodels.NewPermissionsDefinitionAuthorizationSystemIdentity() externalId := ""alex@contoso.com"" identityInfo.SetExternalId(&externalId) source := graphmodels.NewSamlIdentitySource() identityInfo.SetSource(source) identityType := graphmodels.USER_PERMISSIONSDEFINITIONIDENTITYTYPE identityInfo.SetIdentityType(&identityType) requestedPermissions.SetIdentityInfo(identityInfo) requestBody.SetRequestedPermissions(requestedPermissions) justification := ""I need to do this because I want to add a user to a group"" requestBody.SetJustification(&justification) notes := ""Pretty Please"" requestBody.SetNotes(&notes) scheduleInfo := graphmodels.NewRequestSchedule() expiration := graphmodels.NewExpirationPattern() duration , err := abstractions.ParseISODuration(""PT1H"") expiration.SetDuration(&duration) scheduleInfo.SetExpiration(expiration) requestBody.SetScheduleInfo(scheduleInfo) ticketInfo := graphmodels.NewTicketInfo() ticketNumber := ""INC1234567"" ticketInfo.SetTicketNumber(&ticketNumber) ticketSystem := ""ServiceNow"" ticketInfo.SetTicketSystem(&ticketSystem) ticketSubmitterIdentityId := ""alex@contoso.com"" ticketInfo.SetTicketSubmitterIdentityId(&ticketSubmitterIdentityId) ticketApproverIdentityId := ""alexmanager@contoso.com"" ticketInfo.SetTicketApproverIdentityId(&ticketApproverIdentityId) requestBody.SetTicketInfo(ticketInfo)",8
scp,requestedPermissions.SetActionInfo,"requestBody := graphmodels.NewScheduledPermissionsRequest() requestedPermissions := graphmodels.NewSingleResourceGcpPermissionsDefinition() authorizationSystemInfo := graphmodels.NewPermissionsDefinitionAuthorizationSystem() authorizationSystemId := ""carbide-bonsai-205017"" authorizationSystemInfo.SetAuthorizationSystemId(&authorizationSystemId) authorizationSystemType := ""GCP"" authorizationSystemInfo.SetAuthorizationSystemType(&authorizationSystemType) requestedPermissions.SetAuthorizationSystemInfo(authorizationSystemInfo) actionInfo := graphmodels.NewGcpActionPermissionsDefinitionAction() actions := []string { ""aiplatform:dataitems"", } actionInfo.SetActions(actions) requestedPermissions.SetActionInfo(actionInfo) identityInfo := graphmodels.NewPermissionsDefinitionAuthorizationSystemIdentity() externalId := ""alex@contoso.com"" identityInfo.SetExternalId(&externalId) source := graphmodels.NewEdIdentitySource() identityInfo.SetSource(source) identityType := graphmodels.USER_PERMISSIONSDEFINITIONIDENTITYTYPE identityInfo.SetIdentityType(&identityType) requestedPermissions.SetIdentityInfo(identityInfo) resourceId := ""carbide-bonsai-205017"" requestedPermissions.SetResourceId(&resourceId) requestBody.SetRequestedPermissions(requestedPermissions) justification := ""I need to do this because I want to code my own chat GPT-3 bot on GCP"" requestBody.SetJustification(&justification) notes := ""Pretty Pleaseeeee"" requestBody.SetNotes(&notes) scheduleInfo := graphmodels.NewRequestSchedule() expiration := graphmodels.NewExpirationPattern() duration , err := abstractions.ParseISODuration(""PT1H"") expiration.SetDuration(&duration) scheduleInfo.SetExpiration(expiration) requestBody.SetScheduleInfo(scheduleInfo) ticketInfo := graphmodels.NewTicketInfo() ticketNumber := ""INC1234567"" ticketInfo.SetTicketNumber(&ticketNumber) ticketSystem := ""ServiceNow"" ticketInfo.SetTicketSystem(&ticketSystem) ticketSubmitterIdentityId := ""alex@contoso.com"" ticketInfo.SetTicketSubmitterIdentityId(&ticketSubmitterIdentityId) ticketApproverIdentityId := ""alexmanager@contoso.com"" ticketInfo.SetTicketApproverIdentityId(&ticketApproverIdentityId) requestBody.SetTicketInfo(ticketInfo)",8
